EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
2952.74,284.63,513.91,818755,0.203,3026
2954.25,261.6,514.3,818757,0.17,3026
2897.1,178.76,514.9,818761,0.018,3521
2937.32,180.14,514.44,818770,0.069,3521
3014.46,229.71,513.85,818778,0.116,3026
2937.45,157.01,514.57,818788,0.018,3521
2922.46,74.49,514.9,818801,0.072,3121
3041.46,80.01,513.45,818814,0.04,3521
2958.42,145.59,514.93,818815,0.044,3521
2996.64,148.54,514.11,818822,0.051,3026
3055.96,139.26,513.62,818828,0.09,3521
3127.05,651.76,512.83,818839,0.184,3026
3146.54,641.98,513.06,818840,0.189,3026
3165.6,631.81,514.3,818841,0.189,3026
3247.76,265.54,515.35,818844,0.171,3110
3267.34,278.86,515.62,818846,0.208,3110
3287.95,288.37,515.22,818849,0.32,3110
3404.71,409.21,516.83,818871,0.151,3026
1553.6,-13.27,514.34,826605,0.658,3026
1603.79,-8.02,513.48,826610,0.639,3026
1620.16,-9.72,513.52,826617,0.66,3026
1754.84,-24.26,514.73,826643,0.345,3210
1746.61,-38.2,514.67,826653,0.419,3210
1763.34,-38.24,515.09,826655,0.476,3210
1942.15,-40.96,514.4,826676,0.596,3210
2103.66,-14.12,514.7,826680,0.509,3210
2163.18,-29.61,514.63,826687,0.436,3210
2171.67,-15.27,514.53,826688,0.404,3210
2298.64,-30.89,514.96,826720,0.317,3210
2393.52,-19.04,515.68,826725,0.245,3210
1599.07,0.68,513.35,826609,0.572,3026
1636.8,-12.68,513.29,826619,0.618,3026
1626.89,-27.24,506.66,826621,0.44,3026
1637.91,-26.88,504.72,826622,0.452,3026
1653.6,-15.79,513.62,826627,0.415,3026
2443.62,-18.78,515.72,826744,0.26,3110
2494.21,-47.82,515.45,826755,0.137,3110
2511.83,-48.73,515.29,826761,0.207,3110
3184.11,-5.92,514.4,826772,0.074,3521
2868.16,-23.64,514.9,826773,0.086,3121
2927.84,-39.19,514.93,826780,0.074,3121
2723.51,-51.29,514.24,826807,0.137,3521
2741.0,-51.26,514.17,826809,0.168,3521
2766.59,-22.52,514.4,826811,0.125,3521
2833.52,-52.51,514.01,826823,0.113,3121
3208.19,51.89,513.94,826829,0.134,3026
3287.22,116.92,514.86,826870,0.138,3521
3315.77,101.92,514.57,826874,0.219,3521
3118.16,-23.18,513.75,826896,0.087,3521
3404.35,180.27,515.52,826908,0.11,3521
1670.46,-18.19,514.01,826628,0.432,3026
1687.26,-21.6,514.11,826629,0.465,3026
1662.59,-31.74,513.52,826631,0.399,3026
1678.07,-33.58,514.01,826633,0.451,3026
1695.95,-9.07,514.04,826636,0.332,3210
1704.02,-23.31,514.17,826637,0.454,3210
1780.6,-9.89,516.11,826645,0.434,3210
1771.9,-38.3,515.39,826656,0.367,3210
1839.98,-39.94,516.17,826664,0.373,3210
2146.38,-29.15,514.6,826685,0.428,3210
2290.87,-15.73,514.96,826712,0.34,3210
2384.04,-47.29,514.99,826732,0.247,3210
2426.4,-18.06,515.78,826738,0.24,3110
2519.9,-34.27,514.96,826760,0.276,3110
2528.53,-48.7,515.26,826763,0.271,3110
2537.03,-33.9,514.9,826766,0.264,3110
2545.59,-19.11,514.93,826767,0.277,3026
2893.69,-38.53,514.7,826776,0.057,3121
2749.53,-51.52,514.24,826814,0.245,3521
3235.06,73.44,514.67,826833,0.268,3026
3249.23,65.9,514.93,826834,0.183,3026
3275.38,87.85,515.49,826837,0.143,3026
3274.66,105.89,514.67,826838,0.112,3521
3355.07,134.14,514.93,826892,0.325,3521
1027.15,259.04,411.61,827698,0.371,2310
1153.43,209.67,410.93,827711,0.594,2310
1178.96,193.16,411.09,827718,0.641,2310
1649.89,133.35,409.68,827726,0.524,3210
1764.23,127.87,410.83,827744,0.47,3310
1788.27,113.67,410.96,827747,0.535,3310
1831.84,127.15,410.93,827763,0.529,3310
1453.43,150.58,411.88,827765,0.632,3016
1898.94,126.0,411.65,827786,0.676,3310
815.18,724.82,365.58,828105,0.587,2310
733.78,767.8,366.04,828113,0.639,2310
633.22,775.12,365.03,828142,0.766,2310
714.78,732.01,365.58,828146,0.739,2310
491.36,826.33,366.6,828152,0.566,2310
593.06,772.82,364.9,828157,0.814,2310
1107.14,230.76,410.89,827692,0.605,2310
1010.85,268.06,411.78,827696,0.35,2310
1042.6,252.64,411.48,827700,0.399,2310
1065.93,228.56,411.16,827703,0.478,2310
1113.57,212.68,410.79,827708,0.53,2310
1703.86,113.96,410.04,827735,0.514,3210
1780.66,127.97,411.16,827746,0.465,3310
1797.66,127.61,411.29,827748,0.517,3310
1788.27,98.48,409.97,827761,0.536,3310
1866.1,126.86,411.16,827777,0.555,3310
3425.61,398.64,516.83,818872,0.164,3026
3520.49,507.11,516.04,818893,0.135,3110
3676.53,583.19,513.45,818917,0.235,3210
3694.87,593.69,512.99,818918,0.289,3210
3732.8,619.51,512.89,818941,0.286,3210
3754.45,633.65,513.29,818942,0.332,3210
3749.99,678.99,513.06,818951,0.21,3210
3206.35,108.65,515.42,818970,0.138,3026
3177.58,146.94,514.96,818971,0.111,3521
3232.34,181.32,514.6,818983,0.018,3110
3273.35,187.98,514.93,818987,0.129,3110
1090.51,234.93,410.93,827691,0.494,2310
1122.59,224.49,410.93,827693,0.597,2310
1194.41,186.6,411.32,827720,0.669,2310
1210.85,181.78,411.81,827722,0.637,2310
1226.59,176.73,411.88,827724,0.652,2310
1639.0,120.16,409.61,827729,0.527,3016
1686.7,114.26,409.71,827732,0.651,3210
1712.49,126.63,410.2,827734,0.428,3210
1754.68,113.54,410.47,827743,0.581,3310
1805.3,113.6,410.86,827749,0.57,3310
1737.65,99.17,409.68,827755,0.486,3210
1822.39,97.95,410.3,827779,0.601,3310
1021.97,270.43,411.65,827697,0.446,2310
1089.75,220.59,410.86,827705,0.603,2310
1140.14,218.75,410.83,827710,0.987,2310
774.59,746.25,366.04,828109,0.617,2310
693.92,765.77,365.35,828116,0.743,2310
653.86,764.26,364.53,828143,0.72,2310
735.52,721.48,365.88,828147,0.608,2310
654.97,741.36,364.17,828160,0.735,2310
595.69,727.32,364.57,828184,0.62,2310
453.17,802.05,366.34,828217,0.809,2310
412.65,798.84,366.7,828226,0.689,2310
312.36,830.76,365.88,828232,0.731,2310
434.53,766.62,365.62,828238,0.64,2310
1671.71,114.55,409.55,827731,0.654,3210
1746.8,128.04,410.66,827742,0.473,3310
1703.46,99.56,409.42,827751,0.619,3210
1839.75,112.59,410.63,827776,0.488,3310
273.61,805.73,365.32,828254,0.798,2310
375.31,752.55,365.78,828259,0.567,2310
538.8,666.78,364.63,828267,0.587,2310
620.07,624.66,366.04,828271,0.725,2310
598.41,658.19,365.09,828276,0.724,2310
618.82,647.49,365.58,828277,0.658,2310
680.04,615.83,366.11,828280,0.654,2310
841.26,576.56,365.12,828302,0.788,2310
880.17,600.97,364.86,828310,0.746,2310
900.48,590.21,364.3,828311,0.66,2310
2890.14,385.52,517.06,828322,0.119,3521
2871.97,397.13,516.57,828328,0.214,3521
2966.62,435.65,516.37,828333,0.095,3110
2870.85,419.08,515.42,828339,0.073,3521
2926.43,454.65,515.35,828342,0.188,3026
2999.66,504.71,514.99,828357,0.194,3110
2981.45,511.47,514.96,828359,0.336,3110
3073.05,571.87,513.85,828364,0.285,3026
3125.74,673.74,513.55,828371,0.197,3026
3183.35,665.11,515.03,828378,0.282,3026
3251.36,690.67,514.93,828387,0.107,3521
3326.66,786.37,514.57,828403,0.255,3110
3469.9,735.68,514.57,828408,0.376,3210
3508.42,736.8,514.67,828412,0.33,3210
3549.69,715.31,514.11,828418,0.26,3210
1890.47,97.07,410.47,827792,0.615,3310
1908.02,96.48,410.96,827794,0.487,3310
612.16,808.78,365.42,828124,0.693,2310
612.78,785.49,364.99,828141,0.584,2310
675.31,730.66,365.03,828161,0.576,2310
594.67,750.35,364.57,828171,0.634,2310
1146.21,202.18,410.76,827714,0.67,2310
1665.51,130.96,409.55,827727,0.546,3210
1678.89,129.28,409.88,827728,0.496,3210
1655.3,117.54,409.42,827730,0.594,3210
1720.46,113.54,409.97,827736,0.545,3210
1729.51,128.66,410.37,827740,0.571,3210
1695.13,99.66,409.55,827750,0.513,3210
1720.46,99.66,409.61,827753,0.512,3210
1754.22,99.13,409.78,827757,0.542,3310
1805.5,98.31,410.11,827773,0.507,3310
1848.94,127.32,410.86,827775,0.596,3310
1856.19,97.72,410.3,827783,0.605,3310
2110.94,132.14,513.85,819295,0.381,3210
775.35,723.08,366.24,828108,0.675,2310
511.86,815.73,366.08,828153,0.529,2310
532.43,805.4,366.01,828154,0.606,2310
573.28,784.27,364.9,828156,0.677,2310
715.77,709.3,365.58,828163,0.721,2310
635.45,729.15,364.21,828173,0.579,2310
757.6,664.91,366.37,828179,0.774,2310
513.6,769.7,365.06,828180,0.736,2310
554.74,748.77,364.7,828182,0.585,2310
432.34,812.45,366.83,828214,0.996,2310
471.77,814.36,366.6,828216,0.7,2310
413.9,777.28,365.88,828237,0.622,2310
394.47,764.82,365.65,828247,0.735,2310
253.33,816.42,364.93,828253,0.757,2310
293.39,794.74,365.29,828255,0.776,2310
558.52,656.48,364.9,828268,0.522,2310
659.57,626.23,365.95,828279,0.728,2310
655.7,718.16,364.3,828174,0.594,2310
676.1,707.4,364.86,828175,0.702,2310
534.53,759.3,364.9,828181,0.713,2310
492.83,804.06,365.88,828218,0.729,2310
473.61,791.42,365.88,828219,1.115,2310
433.06,789.55,366.34,828227,0.787,2310
474.59,768.1,365.65,828229,0.648,2310
332.63,820.0,366.27,828233,0.736,2310
314.23,784.21,365.39,828256,0.752,2310
355.14,763.31,365.68,828258,0.664,2310
660.19,603.2,366.21,828273,0.723,2310
578.04,668.65,364.86,828275,0.57,2310
819.74,610.06,365.72,828304,1.038,2310
1062.88,574.36,363.94,828316,0.707,2310
2830.33,353.33,517.16,828319,0.096,3521
2856.22,367.87,517.65,828320,0.158,3521
2835.58,373.38,516.24,828326,0.364,3521
2928.07,432.53,515.95,828331,0.11,3110
2945.66,444.87,516.34,828332,0.152,3110
3004.74,462.06,516.27,828354,0.311,3110
3019.02,514.46,515.12,828358,0.119,3110
3055.2,559.67,514.27,828363,0.349,3026
3248.12,759.8,514.44,828384,0.232,3110
634.01,751.76,364.37,828159,0.657,2310
695.43,720.03,365.09,828162,0.696,2310
533.25,782.57,365.29,828168,0.718,2310
737.32,675.38,365.78,828178,0.622,2310
453.69,779.02,365.65,828228,0.656,2310
454.88,755.66,365.49,828239,0.566,2310
435.29,743.43,365.49,828249,0.69,2310
454.81,732.7,365.68,828250,0.555,2310
517.83,677.94,365.16,828266,0.62,2310
640.37,614.46,366.04,828272,0.786,2310
639.09,637.55,365.88,828278,0.631,2310
700.38,605.3,366.24,828285,0.74,2310
701.3,581.94,366.11,828291,0.65,2310
721.25,593.65,365.91,828292,0.654,2310
741.33,583.55,365.91,828296,0.761,2310
760.75,595.98,365.88,828297,0.671,2310
2890.54,409.24,516.24,828329,0.096,3521
2984.34,446.25,516.44,828335,0.091,3110
3144.18,685.32,514.5,828376,0.164,3026
3163.6,675.12,514.4,828377,0.17,3026
3306.42,773.31,514.34,828399,0.163,3110
3328.37,739.75,514.24,828405,0.16,3110
2099.13,112.19,514.04,819303,0.403,3210
2294.57,130.43,515.32,819311,0.466,3310
2848.25,242.44,513.78,819418,0.053,3521
2949.95,330.56,515.06,819431,0.089,3110
2947.17,377.05,514.21,819437,0.098,3110
3042.77,462.03,514.4,819443,0.177,3110
3086.96,371.05,513.16,819473,0.117,3110
3068.82,334.99,513.39,819484,0.139,3110
3225.25,412.55,514.21,819500,0.357,3026
3130.53,303.6,513.03,819516,0.235,3110
3149.79,316.19,512.73,819517,0.215,3110
3227.38,365.96,514.86,819521,0.252,3026
3150.84,293.92,512.99,819524,0.246,3110
3113.01,245.1,513.58,819528,0.123,3110
3056.38,184.93,513.29,819553,0.187,3026
835.62,714.26,365.45,828103,0.659,2310
816.16,701.66,366.17,828104,0.713,2310
754.15,757.24,366.04,828111,0.657,2310
652.18,810.19,365.29,828121,0.77,2310
632.83,797.85,365.09,828122,0.655,2310
631.58,820.92,365.42,828123,0.654,2310
592.64,796.15,365.06,828140,0.611,2310
614.0,762.32,364.67,828158,0.671,2310
736.4,698.9,365.72,828164,0.738,2310
777.02,677.45,366.37,828166,0.686,2310
513.14,793.03,365.52,828167,0.716,2310
615.08,739.65,364.4,828172,0.616,2310
696.44,696.8,365.55,828176,0.642,2310
657.11,695.43,364.4,828187,0.727,2310
798.97,643.62,365.75,828286,0.798,2310
680.83,592.97,365.98,828290,0.623,2310
838.31,645.52,366.01,828294,0.668,2310
780.76,585.16,365.98,828298,0.77,2310
881.06,577.97,364.99,828307,0.706,2310
2948.97,423.31,516.83,828325,0.202,3110
3184.47,643.0,515.22,828374,0.192,3026
3163.54,698.31,514.37,828380,0.103,3026
3182.83,687.22,514.67,828381,0.139,3026
3287.78,761.8,514.6,828395,0.13,3110
3290.28,715.31,514.63,828397,0.099,3521
3526.23,772.3,514.4,828411,0.195,3210
3590.47,694.34,513.22,828424,0.399,3210
3039.0,503.96,514.93,828429,0.238,3110
3684.37,801.99,513.39,828465,0.295,3210
3708.98,722.79,512.86,828484,0.31,3210
3322.4,283.88,516.24,828506,0.117,3026
3340.51,297.99,516.73,828515,0.083,3026
3250.28,713.67,514.04,828386,0.197,3521
3267.74,772.26,514.17,828389,0.111,3110
3270.98,726.07,514.24,828391,0.101,3521
3270.1,702.38,514.53,828392,0.111,3521
3327.09,806.12,514.3,828402,0.178,3210
3510.12,713.34,514.93,828406,0.189,3210
3529.12,725.97,514.63,828415,0.279,3210
3568.72,727.61,513.55,828419,0.277,3210
3130.37,584.93,513.98,828448,0.162,3026
3148.41,597.23,514.11,828449,0.162,3026
3665.67,791.1,512.66,828469,0.252,3210
3687.19,756.48,512.37,828480,0.492,3210
3729.22,712.32,513.22,828485,0.193,3210
3413.7,332.3,517.95,828503,0.036,3026
3331.61,670.79,515.45,828514,0.168,3110
3114.26,222.1,513.58,819556,0.144,3110
3212.32,261.04,514.14,819565,0.11,3110
3080.07,152.94,513.45,819567,0.133,3026
3174.59,213.44,514.27,819572,0.244,3110
3392.61,662.72,514.44,819583,0.147,3110
3412.75,651.4,514.99,819584,0.129,3110
3263.11,459.47,514.47,819594,0.214,3026
3320.52,496.8,515.06,819597,0.175,3026
3339.72,509.47,515.06,819598,0.192,3026
3284.83,425.94,514.9,819611,0.298,3026
3381.25,488.9,515.32,819616,0.22,3026
3220.66,503.89,514.57,819632,0.104,3026
3378.2,534.04,515.09,819644,0.154,3521
3455.7,582.83,514.83,819648,0.154,3110
3475.91,595.89,515.22,819649,0.249,3110
3495.23,609.04,515.42,819650,0.235,3110
3441.16,479.45,515.85,819662,0.106,3026
3460.94,492.05,515.62,819663,0.133,3026
3362.42,453.01,515.52,819673,0.123,3026
3613.47,614.36,514.21,819687,0.263,3210
3558.32,555.99,516.11,819688,0.248,3110
3612.09,660.45,512.83,819699,0.361,3210
3650.09,685.98,512.11,819701,0.362,3210
3555.33,600.09,515.49,819703,0.24,3210
3546.9,761.5,514.11,828414,0.207,3210
3588.77,716.78,512.93,828422,0.383,3210
3629.12,719.28,512.34,828426,0.412,3210
3055.99,537.85,514.76,828438,0.209,3026
3074.56,549.92,514.14,828439,0.279,3026
3185.81,620.75,515.09,828451,0.141,3026
3605.14,799.17,513.32,828474,0.277,3210
3646.25,778.23,512.4,828476,0.254,3210
3666.36,767.64,512.34,828477,0.226,3210
3727.28,735.35,513.45,828483,0.384,3210
3464.19,826.86,513.85,828496,0.247,3210
3392.57,341.06,518.01,828504,0.045,3026
3274.23,634.04,515.75,828511,0.113,3521
3390.18,708.52,515.26,828543,0.303,3110
3574.2,612.42,514.9,819704,0.246,3210
3671.12,674.63,511.91,819709,0.353,3210
3810.94,669.77,513.48,819737,0.324,3210
3879.02,604.19,513.91,819817,0.211,3210
3915.01,690.08,514.73,819825,0.074,3521
3973.87,659.83,514.93,819834,0.139,3521
3975.58,642.57,514.86,819836,0.185,3521
3899.69,593.95,513.71,819840,0.147,3110
3766.85,508.62,513.09,819853,0.189,3210
794.57,735.62,365.78,828107,0.593,2310
754.71,733.85,366.14,828110,0.728,2310
672.26,799.86,365.22,828119,0.735,2310
652.87,787.55,364.93,828120,0.682,2310
531.29,828.23,366.6,828137,0.715,2310
796.35,689.29,366.67,828150,0.581,2310
3569.67,704.22,513.62,828421,0.263,3210
3057.17,515.6,514.83,828431,0.331,3026
3113.9,530.5,515.16,828436,0.202,3026
3112.29,552.25,514.3,828441,0.159,3026
3130.93,563.8,514.63,828444,0.133,3026
3664.19,812.91,513.52,828464,0.211,3210
3603.99,821.67,513.75,828466,0.326,3210
3705.11,792.41,513.16,828471,0.301,3210
3235.52,608.55,515.19,828509,0.139,3026
3293.46,646.25,515.32,828512,0.071,3521
3359.5,288.5,516.67,828517,0.041,3026
2256.12,549.07,464.44,828911,0.717,3321
2278.79,548.74,464.47,828914,0.481,3321
2323.44,509.07,464.73,828929,0.377,3221
2345.43,508.71,464.8,828931,0.323,3221
2333.45,450.51,465.65,828950,0.197,3221
2397.49,486.17,464.53,828955,0.124,3221
2255.76,510.03,464.34,828926,0.684,3210
2334.93,528.33,464.73,828930,0.447,3221
2289.46,489.42,464.53,828932,0.793,3210
2311.44,489.68,464.86,828933,0.571,3221
2266.49,490.51,464.63,828943,0.637,3210
2367.01,431.15,465.19,828959,0.09,3221
2287.65,372.85,464.9,828969,0.25,3310
2332.01,333.06,464.11,828980,0.322,3221
3786.96,796.35,464.4,819952,0.588,3521
3816.19,814.23,463.48,819953,0.277,3521
3786.47,830.76,464.63,819957,0.362,3521
2757.73,253.79,463.91,820014,0.018,3521
372.2,822.23,366.27,828224,0.679,2310
292.8,818.29,365.58,828242,0.867,2310
476.33,722.0,365.68,828251,0.656,2310
232.2,827.22,364.86,828252,0.795,2310
436.27,720.89,365.42,828262,0.796,2310
476.86,698.71,366.01,828264,0.757,2310
497.46,688.5,365.49,828265,0.544,2310
800.31,597.62,365.62,828300,0.953,2310
859.76,611.93,365.29,828309,0.877,2310
2872.85,374.69,517.52,828321,0.234,3521
2853.46,385.49,516.17,828327,0.221,3521
2964.55,456.48,516.24,828334,0.182,3110
2833.65,394.84,515.22,828337,0.205,3521
3091.29,583.78,513.65,828365,0.094,3026
3487.91,747.2,514.86,828409,0.194,3210
3507.4,759.57,514.14,828410,0.257,3210
3077.15,505.89,514.99,828432,0.209,3026
3075.77,527.25,514.9,828433,0.182,3026
3096.15,517.8,515.29,828434,0.306,3026
3095.3,538.57,514.57,828435,0.21,3026
411.8,822.95,366.96,828213,0.752,2310
393.65,811.67,366.8,828225,0.616,2310
352.87,808.94,366.08,828234,0.979,2310
393.56,788.01,366.37,828236,0.591,2310
353.92,786.17,365.81,828245,0.76,2310
374.23,775.64,365.98,828246,0.729,2310
719.64,617.83,365.68,828284,0.724,2310
740.44,606.71,365.91,828289,0.691,2310
819.02,632.83,366.17,828295,0.645,2310
840.01,599.04,365.49,828305,0.726,2310
839.23,622.23,365.58,828308,0.813,2310
940.24,592.08,364.24,828313,0.632,2310
1085.19,570.1,364.34,828318,0.642,2310
2912.59,400.05,516.6,828323,0.082,3110
2930.3,411.11,517.06,828324,0.083,3110
2944.87,466.62,515.52,828343,0.157,3026
2962.62,481.71,515.52,828344,0.314,3110
2999.69,524.2,514.83,828360,0.263,3110
3017.97,536.04,514.73,828361,0.267,3110
3036.54,547.85,514.53,828362,0.324,3110
3145.85,663.64,513.48,828372,0.184,3026
3268.75,791.49,514.47,828388,0.118,3110
3289.03,738.54,514.53,828396,0.136,3521
3305.99,796.94,514.24,828398,0.166,3210
2224.69,560.42,464.17,828908,0.641,3310
2244.67,568.75,464.14,828910,0.713,3310
2312.32,567.7,464.9,828921,0.59,3221
2244.25,529.68,464.3,828923,0.847,3310
2266.75,528.69,464.57,828924,0.514,3210
2278.2,509.5,464.44,828927,0.545,3210
2322.59,469.7,465.62,828937,0.522,3221
2118.95,355.47,466.6,828961,0.651,3310
2163.73,355.14,465.26,828963,0.572,3310
2208.71,354.51,465.16,828965,0.652,3310
2276.0,353.86,464.93,828968,0.379,3310
2310.32,372.59,464.57,828975,0.179,3221
2286.93,333.68,465.03,828978,0.448,3310
2309.6,333.29,464.53,828979,0.404,3221
2354.58,332.86,464.24,828981,0.347,3221
3133.19,547.99,515.22,828443,0.166,3026
3643.95,823.84,513.32,828463,0.232,3210
3645.13,800.84,513.12,828468,0.271,3210
3690.77,735.32,512.4,828481,0.339,3210
3229.84,700.18,514.57,828507,0.122,3521
3329.55,717.31,514.01,828539,0.141,3110
3308.39,750.58,514.53,828400,0.145,3110
3327.87,763.31,514.34,828404,0.168,3110
3489.55,724.23,515.03,828407,0.451,3210
3609.9,706.32,512.86,828425,0.467,3210
3187.81,598.15,515.52,828447,0.141,3026
3683.81,825.41,514.37,828458,0.258,3210
3624.27,811.14,513.19,828467,0.243,3210
3685.72,779.45,512.7,828470,0.31,3210
3707.57,769.74,512.7,828472,0.367,3210
3667.67,743.69,511.98,828479,0.307,3210
3358.45,312.62,517.45,828516,0.035,3026
2288.21,450.91,464.7,828948,0.272,3210
2299.3,431.29,465.35,828956,0.433,3221
2141.29,355.37,465.72,828962,0.584,3310
2231.09,354.42,464.96,828966,0.584,3310
2264.55,334.37,465.03,828977,0.714,3310
2233.42,549.2,464.21,828909,0.714,3310
2254.81,470.59,464.86,828942,0.577,3210
2242.7,412.98,464.86,828945,0.525,3210
2378.5,449.76,464.8,828952,0.127,3221
2219.67,334.86,465.06,828973,0.61,3310
534.87,737.44,365.15,823712,0.626,2310
959.53,604.28,366.83,823762,0.648,2310
981.75,571.74,366.21,823791,0.603,2310
1166.1,572.76,365.49,823802,0.616,2310
1224.76,580.6,365.22,823812,0.63,2310
1276.2,549.46,365.49,823830,0.615,2310
1246.21,516.23,366.14,823832,0.504,2310
1268.29,511.14,365.52,823836,0.559,2310
1423.44,538.83,365.68,823853,0.494,3310
1372.43,569.18,365.22,823861,0.672,3310
2278.69,587.59,464.8,828915,0.691,3321
2290.08,568.33,464.44,828916,0.586,3321
2300.77,548.05,464.76,828917,0.501,3221
2300.48,509.14,464.76,828928,0.452,3221
2334.11,489.29,465.29,828934,0.36,3221
2232.93,510.22,464.24,828940,0.926,3310
2277.02,470.75,464.04,828944,0.42,3210
2311.01,451.14,465.45,828949,0.352,3221
2321.28,431.32,465.68,828957,0.256,3221
2323.77,548.25,464.7,828922,0.509,3221
2300.35,469.84,465.26,828936,0.702,3221
2243.62,451.36,464.99,828946,0.448,3310
1937.59,280.27,467.52,830115,0.372,3210
2194.87,179.55,464.53,830154,0.522,3310
2262.45,178.23,465.42,830157,0.607,3310
2307.57,177.58,466.57,830159,0.29,3521
2341.36,197.0,466.47,830161,0.228,3521
2482.86,337.91,465.22,830166,0.101,3221
2487.78,530.2,466.08,830189,0.083,3521
2737.06,414.72,464.27,830192,0.064,3521
2494.74,357.14,466.01,830241,0.105,3221
2564.0,357.04,465.32,830244,0.113,3121
2869.7,552.78,464.3,830249,0.182,3026
2887.65,586.99,464.21,830252,0.335,3026
2889.03,564.78,463.75,830253,0.285,3026
3017.83,648.22,465.42,830263,0.265,3026
703.01,824.53,315.91,830284,0.654,2310
